12.240	21.745	-0.175	0.632	-77.102
12.260	24.210	-0.142	0.632	-77.214
12.280	26.343	-0.112	0.632	-77.375
12.300	28.061	-0.070	0.632	-77.575
12.320	29.404	-0.035	0.632	-77.806
12.340	30.290	0.003	0.632	-78.054
12.360	30.752	0.038	0.632	-78.305
12.380	30.752	0.079	0.632	-78.546
12.400	30.312	0.111	0.632	-78.762
12.420	29.431	0.143	0.629	-78.943
12.440	28.126	0.178	0.629	-79.077
12.460	26.391	0.206	0.629	-79.159
12.480	24.296	0.232	0.629	-79.184
12.500	21.809	0.251	0.629	-79.151
12.520	19.016	0.273	0.629	-79.062
12.540	15.955	0.285	0.629	-78.925
12.560	12.635	0.297	0.629	-78.745
12.580	9.155	0.297	0.629	-78.535
12.600	5.540	0.300	0.629	-78.311
12.620	1.823	0.299	0.629	-78.084
12.640	-1.899	0.290	0.629	-77.867
12.660	-5.589	0.279	0.629	-77.676
12.680	-9.241	0.266	0.629	-77.517
12.700	-12.721	0.247	0.629	-77.403
